_id,Term,First Name,Last Name,Committee,MTG #,Session Date,Session Type,Session Start-End Time,Present
261,2022-2026,Lily,Cheng,City Council,2,2022-12-15,Afternoon,13:36PM - 17:14PM,Y
262,2022-2026,Mike,Colle,City Council,2,2022-12-15,Afternoon,13:36PM - 17:14PM,Y
263,2022-2026,Gary,Crawford,City Council,2,2022-12-15,Afternoon,13:36PM - 17:14PM,Y
264,2022-2026,Vincent,Crisanti,City Council,2,2022-12-15,Afternoon,13:36PM - 17:14PM,Y
265,2022-2026,Paula,Fletcher,City Council,2,2022-12-15,Afternoon,13:36PM - 17:14PM,Y
266,2022-2026,Stephen,Holyday,City Council,2,2022-12-15,Afternoon,13:36PM - 17:14PM,Y
267,2022-2026,Ausma,Malik,City Council,2,2022-12-15,Afternoon,13:36PM - 17:14PM,Y
268,2022-2026,Nick,Mantas,City Council,2,2022-12-15,Afternoon,13:36PM - 17:14PM,Y
269,2022-2026,Josh,Matlow,City Council,2,2022-12-15,Afternoon,13:36PM - 17:14PM,Y
270,2022-2026,Jennifer,McKelvie,City Council,2,2022-12-15,Afternoon,13:36PM - 17:14PM,Y
271,2022-2026,Chris,Moise,City Council,2,2022-12-15,Afternoon,13:36PM - 17:14PM,Y
272,2022-2026,Amber,Morley,City Council,2,2022-12-15,Afternoon,13:36PM - 17:14PM,Y
273,2022-2026,Jamaal,Myers,City Council,2,2022-12-15,Afternoon,13:36PM - 17:14PM,Y
274,2022-2026,Frances,Nunziata,City Council,2,2022-12-15,Afternoon,13:36PM - 17:14PM,Y
275,2022-2026,James,Pasternak,City Council,2,2022-12-15,Afternoon,13:36PM - 17:14PM,Y
276,2022-2026,Gord,Perks,City Council,2,2022-12-15,Afternoon,13:36PM - 17:14PM,Y
277,2022-2026,Anthony,Perruzza,City Council,2,2022-12-15,Afternoon,13:36PM - 17:14PM,Y
278,2022-2026,Jaye,Robinson,City Council,2,2022-12-15,Afternoon,13:36PM - 17:14PM,Y
279,2022-2026,Dianne,Saxe,City Council,2,2022-12-15,Afternoon,13:36PM - 17:14PM,Y
280,2022-2026,Michael,Thompson,City Council,2,2022-12-15,Afternoon,13:36PM - 17:14PM,Y
281,2022-2026,John,Tory,City Council,2,2022-12-15,Afternoon,13:36PM - 17:14PM,Y
282,2022-2026,Paul,Ainslie,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
283,2022-2026,Brad,Bradford,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
284,2022-2026,Alejandra,Bravo,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
285,2022-2026,Jon,Burnside,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
286,2022-2026,Shelley,Carroll,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
287,2022-2026,Lily,Cheng,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
288,2022-2026,Mike,Colle,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
289,2022-2026,Gary,Crawford,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
290,2022-2026,Vincent,Crisanti,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
291,2022-2026,Paula,Fletcher,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
292,2022-2026,Stephen,Holyday,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
293,2022-2026,Ausma,Malik,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
294,2022-2026,Nick,Mantas,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
295,2022-2026,Josh,Matlow,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
296,2022-2026,Jennifer,McKelvie,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
297,2022-2026,Chris,Moise,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
298,2022-2026,Amber,Morley,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
299,2022-2026,Jamaal,Myers,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
300,2022-2026,Frances,Nunziata,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
301,2022-2026,James,Pasternak,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
302,2022-2026,Gord,Perks,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
303,2022-2026,Anthony,Perruzza,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
304,2022-2026,Jaye,Robinson,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
305,2022-2026,Dianne,Saxe,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
306,2022-2026,Michael,Thompson,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
307,2022-2026,John,Tory,City Council,2,2022-12-15,Afternoon,17:20PM - 18:37PM,Y
308,2022-2026,Jon,Burnside,Civic Appointments Committee,1,2023-01-05,Morning,09:34AM - 10:21AM,Y
309,2022-2026,Gary,Crawford,Civic Appointments Committee,1,2023-01-05,Morning,09:34AM - 10:21AM,Y
310,2022-2026,Amber,Morley,Civic Appointments Committee,1,2023-01-05,Morning,09:34AM - 10:21AM,Y
311,2022-2026,Jamaal,Myers,Civic Appointments Committee,1,2023-01-05,Morning,09:34AM - 10:21AM,Y
312,2022-2026,Frances,Nunziata,Civic Appointments Committee,1,2023-01-05,Morning,09:34AM - 10:21AM,Y
313,2022-2026,Jon,Burnside,Civic Appointments Committee,1,2023-01-05,Morning,10:24AM - 11:10AM,Y
314,2022-2026,Gary,Crawford,Civic Appointments Committee,1,2023-01-05,Morning,10:24AM - 11:10AM,Y
315,2022-2026,Amber,Morley,Civic Appointments Committee,1,2023-01-05,Morning,10:24AM - 11:10AM,Y
316,2022-2026,Jamaal,Myers,Civic Appointments Committee,1,2023-01-05,Morning,10:24AM - 11:10AM,Y
317,2022-2026,Frances,Nunziata,Civic Appointments Committee,1,2023-01-05,Morning,10:24AM - 11:10AM,Y
318,2022-2026,Jon,Burnside,Civic Appointments Committee,1,2023-01-05,Morning,11:12AM - 11:15AM,Y
319,2022-2026,Gary,Crawford,Civic Appointments Committee,1,2023-01-05,Morning,11:12AM - 11:15AM,Y
320,2022-2026,Amber,Morley,Civic Appointments Committee,1,2023-01-05,Morning,11:12AM - 11:15AM,Y
321,2022-2026,Jamaal,Myers,Civic Appointments Committee,1,2023-01-05,Morning,11:12AM - 11:15AM,Y
322,2022-2026,Frances,Nunziata,Civic Appointments Committee,1,2023-01-05,Morning,11:12AM - 11:15AM,Y
323,2022-2026,Alejandra,Bravo,Toronto Preservation Board,2,2023-01-06,Morning,09:34AM - 11:13AM,Y
324,2022-2026,Alejandra,Bravo,Budget Committee,1,2023-01-10,Morning,09:38AM - 12:32PM,Y
325,2022-2026,Gary,Crawford,Budget Committee,1,2023-01-10,Morning,09:38AM - 12:32PM,Y
326,2022-2026,Vincent,Crisanti,Budget Committee,1,2023-01-10,Morning,09:38AM - 12:32PM,Y
327,2022-2026,Chris,Moise,Budget Committee,1,2023-01-10,Morning,09:38AM - 12:32PM,Y
328,2022-2026,Frances,Nunziata,Budget Committee,1,2023-01-10,Morning,09:38AM - 12:32PM,Y
329,2022-2026,Michael,Thompson,Budget Committee,1,2023-01-10,Morning,09:38AM - 12:32PM,Y
330,2022-2026,Paul,Ainslie,Economic and Community Development Committee ,1,2023-01-11,Morning,09:34AM - 12:47PM,Y
331,2022-2026,Shelley,Carroll,Economic and Community Development Committee ,1,2023-01-11,Morning,09:34AM - 12:47PM,Y
332,2022-2026,Nick,Mantas,Economic and Community Development Committee ,1,2023-01-11,Morning,09:34AM - 12:47PM,Y
333,2022-2026,Chris,Moise,Economic and Community Development Committee ,1,2023-01-11,Morning,09:34AM - 12:47PM,Y
334,2022-2026,Jaye,Robinson,Economic and Community Development Committee ,1,2023-01-11,Morning,09:34AM - 12:47PM,Y
335,2022-2026,Michael,Thompson,Economic and Community Development Committee ,1,2023-01-11,Morning,09:34AM - 12:47PM,Y
336,2022-2026,Paul,Ainslie,Economic and Community Development Committee ,1,2023-01-11,Afternoon,13:30PM - 15:33PM,Y
337,2022-2026,Shelley,Carroll,Economic and Community Development Committee ,1,2023-01-11,Afternoon,13:30PM - 15:33PM,Y
338,2022-2026,Nick,Mantas,Economic and Community Development Committee ,1,2023-01-11,Afternoon,13:30PM - 15:33PM,Y
339,2022-2026,Chris,Moise,Economic and Community Development Committee ,1,2023-01-11,Afternoon,13:30PM - 15:33PM,Y
340,2022-2026,Jaye,Robinson,Economic and Community Development Committee ,1,2023-01-11,Afternoon,13:30PM - 15:33PM,Y
341,2022-2026,Michael,Thompson,Economic and Community Development Committee ,1,2023-01-11,Afternoon,13:30PM - 15:33PM,Y
342,2022-2026,Alejandra,Bravo,Budget Committee,2,2023-01-12,Morning,09:36AM - 12:10PM,Y
343,2022-2026,Gary,Crawford,Budget Committee,2,2023-01-12,Morning,09:36AM - 12:10PM,Y
344,2022-2026,Vincent,Crisanti,Budget Committee,2,2023-01-12,Morning,09:36AM - 12:10PM,Y
345,2022-2026,Chris,Moise,Budget Committee,2,2023-01-12,Morning,09:36AM - 12:10PM,Y
346,2022-2026,Frances,Nunziata,Budget Committee,2,2023-01-12,Morning,09:36AM - 12:10PM,Y
347,2022-2026,Michael,Thompson,Budget Committee,2,2023-01-12,Morning,09:36AM - 12:10PM,Y
348,2022-2026,Alejandra,Bravo,Budget Committee,2,2023-01-12,Afternoon,12:15PM - 12:18PM,Y
349,2022-2026,Gary,Crawford,Budget Committee,2,2023-01-12,Afternoon,12:15PM - 12:18PM,Y
350,2022-2026,Vincent,Crisanti,Budget Committee,2,2023-01-12,Afternoon,12:15PM - 12:18PM,Y
351,2022-2026,Chris,Moise,Budget Committee,2,2023-01-12,Afternoon,12:15PM - 12:18PM,Y
352,2022-2026,Frances,Nunziata,Budget Committee,2,2023-01-12,Afternoon,12:15PM - 12:18PM,Y
353,2022-2026,Michael,Thompson,Budget Committee,2,2023-01-12,Afternoon,12:15PM - 12:18PM,Y
354,2022-2026,Alejandra,Bravo,Budget Committee,2,2023-01-12,Afternoon,12:19PM - 12:20PM,Y
355,2022-2026,Gary,Crawford,Budget Committee,2,2023-01-12,Afternoon,12:19PM - 12:20PM,Y
356,2022-2026,Vincent,Crisanti,Budget Committee,2,2023-01-12,Afternoon,12:19PM - 12:20PM,Y
357,2022-2026,Chris,Moise,Budget Committee,2,2023-01-12,Afternoon,12:19PM - 12:20PM,Y
358,2022-2026,Frances,Nunziata,Budget Committee,2,2023-01-12,Afternoon,12:19PM - 12:20PM,Y
359,2022-2026,Michael,Thompson,Budget Committee,2,2023-01-12,Afternoon,12:19PM - 12:20PM,Y
360,2022-2026,Alejandra,Bravo,Budget Committee,2,2023-01-12,Afternoon,13:37PM - 17:58PM,Y
361,2022-2026,Gary,Crawford,Budget Committee,2,2023-01-12,Afternoon,13:37PM - 17:58PM,Y
362,2022-2026,Vincent,Crisanti,Budget Committee,2,2023-01-12,Afternoon,13:37PM - 17:58PM,Y
363,2022-2026,Chris,Moise,Budget Committee,2,2023-01-12,Afternoon,13:37PM - 17:58PM,Y
364,2022-2026,Frances,Nunziata,Budget Committee,2,2023-01-12,Afternoon,13:37PM - 17:58PM,Y
365,2022-2026,Michael,Thompson,Budget Committee,2,2023-01-12,Afternoon,13:37PM - 17:58PM,Y
366,2022-2026,Alejandra,Bravo,Budget Committee,2,2023-01-12,Evening,18:32PM - 20:49PM,Y
367,2022-2026,Gary,Crawford,Budget Committee,2,2023-01-12,Evening,18:32PM - 20:49PM,Y
368,2022-2026,Vincent,Crisanti,Budget Committee,2,2023-01-12,Evening,18:32PM - 20:49PM,Y
369,2022-2026,Chris,Moise,Budget Committee,2,2023-01-12,Evening,18:32PM - 20:49PM,Y
370,2022-2026,Frances,Nunziata,Budget Committee,2,2023-01-12,Evening,18:32PM - 20:49PM,Y
371,2022-2026,Michael,Thompson,Budget Committee,2,2023-01-12,Evening,18:32PM - 20:49PM,Y
372,2022-2026,Alejandra,Bravo,Budget Committee,2,2023-01-13,Morning,09:38AM - 11:40AM,Y
373,2022-2026,Gary,Crawford,Budget Committee,2,2023-01-13,Morning,09:38AM - 11:40AM,Y
374,2022-2026,Vincent,Crisanti,Budget Committee,2,2023-01-13,Morning,09:38AM - 11:40AM,Y
375,2022-2026,Chris,Moise,Budget Committee,2,2023-01-13,Morning,09:38AM - 11:40AM,Y
376,2022-2026,Frances,Nunziata,Budget Committee,2,2023-01-13,Morning,09:38AM - 11:40AM,Y
377,2022-2026,Michael,Thompson,Budget Committee,2,2023-01-13,Morning,09:38AM - 11:40AM,Y
378,2022-2026,Alejandra,Bravo,Budget Committee,2,2023-01-13,Morning,11:52AM - 13:13PM,Y
379,2022-2026,Gary,Crawford,Budget Committee,2,2023-01-13,Morning,11:52AM - 13:13PM,Y
380,2022-2026,Vincent,Crisanti,Budget Committee,2,2023-01-13,Morning,11:52AM - 13:13PM,Y
381,2022-2026,Chris,Moise,Budget Committee,2,2023-01-13,Morning,11:52AM - 13:13PM,Y
382,2022-2026,Frances,Nunziata,Budget Committee,2,2023-01-13,Morning,11:52AM - 13:13PM,Y
383,2022-2026,Michael,Thompson,Budget Committee,2,2023-01-13,Morning,11:52AM - 13:13PM,Y
384,2022-2026,Alejandra,Bravo,Budget Committee,2,2023-01-13,Afternoon,14:10PM - 15:03PM,Y
385,2022-2026,Gary,Crawford,Budget Committee,2,2023-01-13,Afternoon,14:10PM - 15:03PM,Y
386,2022-2026,Vincent,Crisanti,Budget Committee,2,2023-01-13,Afternoon,14:10PM - 15:03PM,Y
387,2022-2026,Chris,Moise,Budget Committee,2,2023-01-13,Afternoon,14:10PM - 15:03PM,Y
388,2022-2026,Frances,Nunziata,Budget Committee,2,2023-01-13,Afternoon,14:10PM - 15:03PM,Y
389,2022-2026,Michael,Thompson,Budget Committee,2,2023-01-13,Afternoon,14:10PM - 15:03PM,Y
390,2022-2026,Alejandra,Bravo,Board of Health,1,2023-01-16,Morning,09:43AM - 11:19AM,Y
391,2022-2026,Ausma,Malik,Board of Health,1,2023-01-16,Morning,09:43AM - 11:19AM,Y
392,2022-2026,Nick,Mantas,Board of Health,1,2023-01-16,Morning,09:43AM - 11:19AM,Y
393,2022-2026,Chris,Moise,Board of Health,1,2023-01-16,Morning,09:43AM - 11:19AM,Y
394,2022-2026,Gord,Perks,Board of Health,1,2023-01-16,Morning,09:43AM - 11:19AM,Y
395,2022-2026,Michael,Thompson,Board of Health,1,2023-01-16,Morning,09:43AM - 11:19AM,Y
396,2022-2026,Alejandra,Bravo,Board of Health,1,2023-01-16,Morning,11:20AM - 12:07PM,Y
397,2022-2026,Ausma,Malik,Board of Health,1,2023-01-16,Morning,11:20AM - 12:07PM,Y
398,2022-2026,Nick,Mantas,Board of Health,1,2023-01-16,Morning,11:20AM - 12:07PM,Y
399,2022-2026,Chris,Moise,Board of Health,1,2023-01-16,Morning,11:20AM - 12:07PM,Y
400,2022-2026,Gord,Perks,Board of Health,1,2023-01-16,Morning,11:20AM - 12:07PM,Y
401,2022-2026,Michael,Thompson,Board of Health,1,2023-01-16,Morning,11:20AM - 12:07PM,Y
402,2022-2026,Alejandra,Bravo,Board of Health,1,2023-01-16,Afternoon,12:08PM - 14:17PM,Y
403,2022-2026,Ausma,Malik,Board of Health,1,2023-01-16,Afternoon,12:08PM - 14:17PM,Y
404,2022-2026,Nick,Mantas,Board of Health,1,2023-01-16,Afternoon,12:08PM - 14:17PM,Y
405,2022-2026,Chris,Moise,Board of Health,1,2023-01-16,Afternoon,12:08PM - 14:17PM,Y
406,2022-2026,Gord,Perks,Board of Health,1,2023-01-16,Afternoon,12:08PM - 14:17PM,Y
407,2022-2026,Michael,Thompson,Board of Health,1,2023-01-16,Afternoon,12:08PM - 14:17PM,Y
408,2022-2026,Alejandra,Bravo,Budget Subcommittee at City Hall  ,1,2023-01-17,Morning,09:41AM - 13:10PM,Y
409,2022-2026,Gary,Crawford,Budget Subcommittee at City Hall  ,1,2023-01-17,Morning,09:41AM - 13:10PM,Y
410,2022-2026,Chris,Moise,Budget Subcommittee at City Hall  ,1,2023-01-17,Morning,09:41AM - 13:10PM,Y
411,2022-2026,Vincent,Crisanti,Budget Subcommittee at North York Civic Centre,1,2023-01-17,Afternoon,13:32PM - 15:07PM,Y
412,2022-2026,Frances,Nunziata,Budget Subcommittee at North York Civic Centre,1,2023-01-17,Afternoon,13:32PM - 15:07PM,Y
413,2022-2026,Michael,Thompson,Budget Subcommittee at North York Civic Centre,1,2023-01-17,Afternoon,13:32PM - 15:07PM,Y
414,2022-2026,Alejandra,Bravo,Budget Subcommittee at City Hall  ,2,2023-01-17,Afternoon,13:39PM - 16:30PM,Y
415,2022-2026,Gary,Crawford,Budget Subcommittee at City Hall  ,2,2023-01-17,Afternoon,13:39PM - 16:30PM,Y
416,2022-2026,Chris,Moise,Budget Subcommittee at City Hall  ,2,2023-01-17,Afternoon,13:39PM - 16:30PM,Y
417,2022-2026,Vincent,Crisanti,Budget Subcommittee at North York Civic Centre,2,2023-01-17,Evening,18:02PM - 19:17PM,Y
418,2022-2026,Frances,Nunziata,Budget Subcommittee at North York Civic Centre,2,2023-01-17,Evening,18:02PM - 19:17PM,Y
419,2022-2026,Michael,Thompson,Budget Subcommittee at North York Civic Centre,2,2023-01-17,Evening,18:02PM - 19:17PM,Y
420,2022-2026,Alejandra,Bravo,Budget Subcommittee at City Hall  ,3,2023-01-17,Evening,18:04PM - 21:13PM,Y
421,2022-2026,Gary,Crawford,Budget Subcommittee at City Hall  ,3,2023-01-17,Evening,18:04PM - 21:13PM,Y
422,2022-2026,Chris,Moise,Budget Subcommittee at City Hall  ,3,2023-01-17,Evening,18:04PM - 21:13PM,Y
423,2022-2026,Alejandra,Bravo,Budget Subcommittee at Etobicoke Civic Centre,1,2023-01-18,Afternoon,13:30PM - 16:38PM,Y
424,2022-2026,Vincent,Crisanti,Budget Subcommittee at Etobicoke Civic Centre,1,2023-01-18,Afternoon,13:30PM - 16:38PM,Y
425,2022-2026,Frances,Nunziata,Budget Subcommittee at Etobicoke Civic Centre,1,2023-01-18,Afternoon,13:30PM - 16:38PM,Y
426,2022-2026,Gary,Crawford,Budget Subcommittee at Scarborough Civic Centre,1,2023-01-18,Afternoon,13:31PM - 16:58PM,Y
427,2022-2026,Chris,Moise,Budget Subcommittee at Scarborough Civic Centre,1,2023-01-18,Afternoon,13:31PM - 16:58PM,Y
428,2022-2026,Michael,Thompson,Budget Subcommittee at Scarborough Civic Centre,1,2023-01-18,Afternoon,13:31PM - 16:58PM,Y
429,2022-2026,Gary,Crawford,Budget Subcommittee at Scarborough Civic Centre,2,2023-01-18,Evening,18:11PM - 20:27PM,Y
430,2022-2026,Chris,Moise,Budget Subcommittee at Scarborough Civic Centre,2,2023-01-18,Evening,18:11PM - 20:27PM,Y
431,2022-2026,Michael,Thompson,Budget Subcommittee at Scarborough Civic Centre,2,2023-01-18,Evening,18:11PM - 20:27PM,Y
432,2022-2026,Alejandra,Bravo,Budget Subcommittee at Etobicoke Civic Centre,2,2023-01-18,Evening,18:30PM - 20:44PM,Y
433,2022-2026,Vincent,Crisanti,Budget Subcommittee at Etobicoke Civic Centre,2,2023-01-18,Evening,18:30PM - 20:44PM,Y
434,2022-2026,Frances,Nunziata,Budget Subcommittee at Etobicoke Civic Centre,2,2023-01-18,Evening,18:30PM - 20:44PM,Y
435,2022-2026,Brad,Bradford,Planning and Housing Committee,1,2023-01-19,Morning,09:38AM - 11:32AM,Y
436,2022-2026,Vincent,Crisanti,Planning and Housing Committee,1,2023-01-19,Morning,09:38AM - 11:32AM,Y
437,2022-2026,Paula,Fletcher,Planning and Housing Committee,1,2023-01-19,Morning,09:38AM - 11:32AM,Y
438,2022-2026,Ausma,Malik,Planning and Housing Committee,1,2023-01-19,Morning,09:38AM - 11:32AM,Y
439,2022-2026,Jamaal,Myers,Planning and Housing Committee,1,2023-01-19,Morning,09:38AM - 11:32AM,Y
440,2022-2026,Frances,Nunziata,Planning and Housing Committee,1,2023-01-19,Morning,09:38AM - 11:32AM,Y
441,2022-2026,Alejandra,Bravo,General Government Committee,1,2023-01-20,Morning,11:03AM - 13:16PM,Y
442,2022-2026,Lily,Cheng,General Government Committee,1,2023-01-20,Morning,11:03AM - 13:16PM,Y
443,2022-2026,Stephen,Holyday,General Government Committee,1,2023-01-20,Morning,11:03AM - 13:16PM,Y
444,2022-2026,Josh,Matlow,General Government Committee,1,2023-01-20,Morning,11:03AM - 13:16PM,Y
445,2022-2026,James,Pasternak,General Government Committee,1,2023-01-20,Morning,11:03AM - 13:16PM,Y
446,2022-2026,Gord,Perks,General Government Committee,1,2023-01-20,Morning,11:03AM - 13:16PM,Y
447,2022-2026,Vincent,Crisanti,Etobicoke York Community Council,2,2023-01-23,Morning,09:33AM - 11:24AM,Y
448,2022-2026,Stephen,Holyday,Etobicoke York Community Council,2,2023-01-23,Morning,09:33AM - 11:24AM,Y
449,2022-2026,Amber,Morley,Etobicoke York Community Council,2,2023-01-23,Morning,09:33AM - 11:24AM,Y
450,2022-2026,Frances,Nunziata,Etobicoke York Community Council,2,2023-01-23,Morning,09:33AM - 11:24AM,Y
451,2022-2026,Anthony,Perruzza,Etobicoke York Community Council,2,2023-01-23,Morning,09:33AM - 11:24AM,N
452,2022-2026,Alejandra,Bravo,Budget Committee,3,2023-01-24,Morning,09:38AM - 12:25PM,Y
453,2022-2026,Gary,Crawford,Budget Committee,3,2023-01-24,Morning,09:38AM - 12:25PM,Y
454,2022-2026,Vincent,Crisanti,Budget Committee,3,2023-01-24,Morning,09:38AM - 12:25PM,Y
455,2022-2026,Chris,Moise,Budget Committee,3,2023-01-24,Morning,09:38AM - 12:25PM,Y
456,2022-2026,Frances,Nunziata,Budget Committee,3,2023-01-24,Morning,09:38AM - 12:25PM,Y
457,2022-2026,Michael,Thompson,Budget Committee,3,2023-01-24,Morning,09:38AM - 12:25PM,Y
458,2022-2026,Alejandra,Bravo,Budget Committee,3,2023-01-24,Afternoon,13:38PM - 14:57PM,Y
459,2022-2026,Gary,Crawford,Budget Committee,3,2023-01-24,Afternoon,13:38PM - 14:57PM,Y
460,2022-2026,Vincent,Crisanti,Budget Committee,3,2023-01-24,Afternoon,13:38PM - 14:57PM,Y
461,2022-2026,Chris,Moise,Budget Committee,3,2023-01-24,Afternoon,13:38PM - 14:57PM,Y
462,2022-2026,Frances,Nunziata,Budget Committee,3,2023-01-24,Afternoon,13:38PM - 14:57PM,Y
463,2022-2026,Michael,Thompson,Budget Committee,3,2023-01-24,Afternoon,13:38PM - 14:57PM,Y
464,2022-2026,Jon,Burnside,North York Community Council,2,2023-01-25,Morning,09:33AM - 10:59AM,Y
465,2022-2026,Shelley,Carroll,North York Community Council,2,2023-01-25,Morning,09:33AM - 10:59AM,Y
466,2022-2026,Lily,Cheng,North York Community Council,2,2023-01-25,Morning,09:33AM - 10:59AM,Y
467,2022-2026,Mike,Colle,North York Community Council,2,2023-01-25,Morning,09:33AM - 10:59AM,Y
468,2022-2026,James,Pasternak,North York Community Council,2,2023-01-25,Morning,09:33AM - 10:59AM,Y
469,2022-2026,Jaye,Robinson,North York Community Council,2,2023-01-25,Morning,09:33AM - 10:59AM,Y
470,2022-2026,Brad,Bradford,Toronto and East York Community Council,2,2023-01-26,Morning,09:35AM - 11:34AM,Y
471,2022-2026,Alejandra,Bravo,Toronto and East York Community Council,2,2023-01-26,Morning,09:35AM - 11:34AM,Y
472,2022-2026,Paula,Fletcher,Toronto and East York Community Council,2,2023-01-26,Morning,09:35AM - 11:34AM,N
473,2022-2026,Ausma,Malik,Toronto and East York Community Council,2,2023-01-26,Morning,09:35AM - 11:34AM,Y
474,2022-2026,Josh,Matlow,Toronto and East York Community Council,2,2023-01-26,Morning,09:35AM - 11:34AM,Y
475,2022-2026,Chris,Moise,Toronto and East York Community Council,2,2023-01-26,Morning,09:35AM - 11:34AM,Y
476,2022-2026,Gord,Perks,Toronto and East York Community Council,2,2023-01-26,Morning,09:35AM - 11:34AM,Y
477,2022-2026,Dianne,Saxe,Toronto and East York Community Council,2,2023-01-26,Morning,09:35AM - 11:34AM,Y
478,2022-2026,Brad,Bradford,Toronto and East York Community Council,2,2023-01-26,Morning,11:43AM - 11:46AM,Y
479,2022-2026,Alejandra,Bravo,Toronto and East York Community Council,2,2023-01-26,Morning,11:43AM - 11:46AM,Y
480,2022-2026,Paula,Fletcher,Toronto and East York Community Council,2,2023-01-26,Morning,11:43AM - 11:46AM,N
481,2022-2026,Ausma,Malik,Toronto and East York Community Council,2,2023-01-26,Morning,11:43AM - 11:46AM,Y
482,2022-2026,Josh,Matlow,Toronto and East York Community Council,2,2023-01-26,Morning,11:43AM - 11:46AM,Y
483,2022-2026,Chris,Moise,Toronto and East York Community Council,2,2023-01-26,Morning,11:43AM - 11:46AM,Y
484,2022-2026,Gord,Perks,Toronto and East York Community Council,2,2023-01-26,Morning,11:43AM - 11:46AM,Y
485,2022-2026,Dianne,Saxe,Toronto and East York Community Council,2,2023-01-26,Morning,11:43AM - 11:46AM,Y
486,2022-2026,Paul,Ainslie,Scarborough Community Council,2,2023-01-27,Morning,09:34AM - 12:37PM,Y
487,2022-2026,Gary,Crawford,Scarborough Community Council,2,2023-01-27,Morning,09:34AM - 12:37PM,Y
488,2022-2026,Nick,Mantas,Scarborough Community Council,2,2023-01-27,Morning,09:34AM - 12:37PM,Y
489,2022-2026,Jennifer,McKelvie,Scarborough Community Council,2,2023-01-27,Morning,09:34AM - 12:37PM,Y
490,2022-2026,Jamaal,Myers,Scarborough Community Council,2,2023-01-27,Morning,09:34AM - 12:37PM,Y
491,2022-2026,Michael,Thompson,Scarborough Community Council,2,2023-01-27,Morning,09:34AM - 12:37PM,Y
492,2022-2026,Jon,Burnside,Infrastructure and Environment Committee,1,2023-01-30,Morning,09:36AM - 11:40AM,Y
493,2022-2026,Mike,Colle,Infrastructure and Environment Committee,1,2023-01-30,Morning,09:36AM - 11:40AM,Y
494,2022-2026,Jennifer,McKelvie,Infrastructure and Environment Committee,1,2023-01-30,Morning,09:36AM - 11:40AM,Y
